Number,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,UTME,UTMN,lat,long
1447,18289235494,39971044@N02,3bb4b42a2e,321,1,20150614-IMG_5171-Edit,1,0,0,1434602298,6/14/15 18:11,0,0,us washington unitedstates pacificnorthwest cascademountains mtrainiernationalpark randle ohanapecoshriver jasonfoy,16,0,I93PgkZTVrziEUK4,2467374,0,0,0,1,https://farm1.staticflickr.com/321/18289235494_3bb4b42a2e_z.jpg,640,425,NA,NA,NA,2015,http://flickr.com/photos/39971044@N02/18289235494,610057.3829,5179112.424,-121.558889,46.756488
1448,18885479426,39971044@N02,2087650f01,511,1,20150614-IMG_5162,1,0,0,1434602298,6/14/15 17:59,0,0,us washington unitedstates pacificnorthwest cascademountains mtrainiernationalpark randle ohanapecoshriver jasonfoy,16,0,I93PgkZTVrziEUK4,2467374,0,0,0,1,https://farm1.staticflickr.com/511/18885479426_2087650f01_z.jpg,427,640,NA,NA,NA,2015,http://flickr.com/photos/39971044@N02/18885479426,610050.1859,5179121.629,-121.558981,46.756572
1449,18724083618,39971044@N02,2196574575,3828,4,20150614-IMG_5058-Edit,1,0,0,1434602296,6/14/15 17:00,0,0,us washington unitedstates pacificnorthwest stevenscreek packwood mtrainiernationalpark unicornpeak tatooshrange stevenspeak jasonfoy,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3828/18724083618_2196574575_z.jpg,426,640,NA,NA,NA,2015,http://flickr.com/photos/39971044@N02/18724083618,599065.0591,5181068.802,-121.702362,46.775811
1450,18880440645,28435100@N00,615fc0973c,5327,6,Moss,1,0,0,1434517665,6/16/15 11:28,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5327/18880440645_615fc0973c_z.jpg,480,640,https://farm6.staticflickr.com/5327/18880440645_a9dcc9e816_o.jpg,3672,4896,2015,http://flickr.com/photos/28435100@N00/18880440645,614023.3262,5195600.664,-121.502862,46.90415
1451,18694271679,28435100@N00,005b401a10,3929,4,"Mt Rainier, Crystal Peak,  and upper Crystal Lake",1,0,0,1434517666,6/16/15 11:28,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3929/18694271679_005b401a10_z.jpg,123,640,https://farm4.staticflickr.com/3929/18694271679_cf29fd5c73_o.jpg,920,4800,2015,http://flickr.com/photos/28435100@N00/18694271679,614007.0533,5195603.021,-121.503075,46.904174
1452,18257888564,28435100@N00,08573e585d,5570,6,Mt Rainier and upper Crystal Lake,1,0,0,1434517668,6/16/15 11:26,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5570/18257888564_08573e585d_z.jpg,480,640,https://farm6.staticflickr.com/5570/18257888564_175bff98c8_o.jpg,3672,4896,2015,http://flickr.com/photos/28435100@N00/18257888564,613914.8911,5195617.715,-121.504281,46.904322
1453,18257881404,28435100@N00,f9f37937db,5606,6,Western pasque-flower,1,0,0,1434517669,6/16/15 11:24,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5606/18257881404_f9f37937db_z.jpg,623,640,https://farm6.staticflickr.com/5606/18257881404_d6a967e7d0_o.jpg,2849,2925,2015,http://flickr.com/photos/28435100@N00/18257881404,614157.0581,5195515.733,-121.501128,46.903363
1454,18694261869,28435100@N00,ac4cf4859d,5458,6,Men at lunch,1,0,0,1434517669,6/16/15 11:22,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5458/18694261869_ac4cf4859d_z.jpg,480,640,https://farm6.staticflickr.com/5458/18694261869_f2bb460b39_o.jpg,3566,4755,2015,http://flickr.com/photos/28435100@N00/18694261869,614189.8606,5195680.991,-121.500656,46.904844
1455,18875216232,28435100@N00,d867b2dd10,5349,6,Upper Emmons Glacier,1,0,0,1434517669,6/16/15 11:21,0,0,,16,0,NUpcWzRTUb8FH73.nQ,23511533,0,0,0,1,https://farm6.staticflickr.com/5349/18875216232_d867b2dd10_z.jpg,470,640,https://farm6.staticflickr.com/5349/18875216232_0d57f42b8d_o.jpg,3189,4342,2015,http://flickr.com/photos/28435100@N00/18875216232,615881.5923,5195728.35,-121.478439,46.904977
1456,18875211082,28435100@N00,b21b677862,3848,4,"Mt Rainier summit area, north side",1,0,0,1434517670,6/16/15 11:15,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3848/18875211082_b21b677862_z.jpg,480,640,https://farm4.staticflickr.com/3848/18875211082_3e6fe17d63_o.jpg,3159,4212,2015,http://flickr.com/photos/28435100@N00/18875211082,614195.8507,5195666.543,-121.500581,46.904713
1457,18257800634,28435100@N00,667b0beeb4,5549,6,Clouds moving in on Mt Rainier,1,0,0,1434517662,6/16/15 11:39,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5549/18257800634_667b0beeb4_z.jpg,480,640,https://farm6.staticflickr.com/5549/18257800634_c4c3664459_o.jpg,3399,4532,2015,http://flickr.com/photos/28435100@N00/18257800634,614117.366,5195611.352,-121.501625,46.90423
1458,18873147595,71416221@N02,7063a197f0,5331,6,,1,0,0,1434495079,6/13/15 5:31,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5331/18873147595_7063a197f0_z.jpg,480,640,https://farm6.staticflickr.com/5331/18873147595_5ecd0157ea_o.jpg,2448,3264,2015,http://flickr.com/photos/71416221@N02/18873147595,612960.4555,5191437.154,-121.517845,46.866877
1459,18859302622,93452909@N00,bd5b959641,3852,4,Parsley fern,1,0,0,1434472680,6/12/15 12:03,0,0,washington hiking pteridaceae plantae parsleyfern pteridophyta filicopsida mrnp cryptogramma tracheophyta polypodiales taxonomy:class=filicopsida taxonomy:kingdom=plantae taxonomy:family=pteridaceae taxonomy:order=polypodiales cryptogrammacrispa taxonomy:phylum=pteridophyta taxonomy:genus=cryptogramma taxonomy:binomial=cryptogrammacrispa krauserrollfarn taxonomy:species=crispa taxonomy:superphylum=tracheophyta taxonomy:common=parsleyfern taxonomy:common=krauserrollfarn inaturalist:observation=1638657,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3852/18859302622_bd5b959641_z.jpg,480,640,https://farm4.staticflickr.com/3852/18859302622_2bbd444f8d_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18859302622,601913.7358,5197079.058,-121.661484,46.919419
1460,18867215691,93452909@N00,aee55f38cb,5616,6,CH-47 rescue helicopter,1,0,0,1434472675,6/12/15 12:49,0,0,rescue washington hiking climbing helicopter mrnp,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm6.staticflickr.com/5616/18867215691_aee55f38cb_z.jpg,389,640,https://farm6.staticflickr.com/5616/18867215691_b8b806c199_o.jpg,2434,4010,2015,http://flickr.com/photos/93452909@N00/18867215691,603359.2141,5196620.373,-121.642609,46.915069
1461,18859299742,93452909@N00,542df05aa1,5458,6,CH-47 rescue helicopter,1,0,0,1434472676,6/12/15 12:46,0,0,rescue washington hiking climbing helicopter mrnp,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm6.staticflickr.com/5458/18859299742_542df05aa1_z.jpg,480,640,https://farm6.staticflickr.com/5458/18859299742_3d129b1fba_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18859299742,602519.3644,5197070.306,-121.653534,46.919247
1462,18864460325,93452909@N00,5a296c466d,5503,6,Rainier meadow with two goats,1,0,0,1434472676,6/12/15 12:23,0,0,washington hiking bovidae animalia mammalia mountaingoat chordata oreamnos vertebrata artiodactyla rockymountaingoat oreamnosamericanus mrnp taxonomy:kingdom=animalia taxonomy:class=mammalia taxonomy:phylum=chordata taxonomy:subphylum=vertebrata schneeziege ch̬vredemontagne taxonomy:order=artiodactyla taxonomy:family=bovidae taxonomy:species=americanus taxonomy:binomial=oreamnosamericanus taxonomy:genus=oreamnos taxonomy:common=mountaingoat taxonomy:common=rockymountaingoat taxonomy:common=schneeziege taxonomy:common=ch̬vredemontagne inaturalist:observation=1638807,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm6.staticflickr.com/5503/18864460325_5a296c466d_z.jpg,480,640,https://farm6.staticflickr.com/5503/18864460325_644209058a_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18864460325,602512.453,5197069.187,-121.653625,46.919238
1463,18676722918,93452909@N00,3f770bf7e9,5461,6,Rainier meadow,1,0,0,1434472677,6/12/15 12:23,0,0,washington hiking bovidae animalia mammalia mountaingoat chordata oreamnos vertebrata artiodactyla rockymountaingoat oreamnosamericanus mrnp taxonomy:kingdom=animalia taxonomy:class=mammalia taxonomy:phylum=chordata taxonomy:subphylum=vertebrata schneeziege ch̬vredemontagne taxonomy:order=artiodactyla taxonomy:family=bovidae taxonomy:species=americanus taxonomy:binomial=oreamnosamericanus taxonomy:genus=oreamnos taxonomy:common=mountaingoat taxonomy:common=rockymountaingoat taxonomy:common=schneeziege taxonomy:common=ch̬vredemontagne inaturalist:observation=1638807,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm6.staticflickr.com/5461/18676722918_3f770bf7e9_z.jpg,480,640,https://farm6.staticflickr.com/5461/18676722918_162f89b8f3_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18676722918,602512.453,5197069.187,-121.653625,46.919238
1464,18864457455,93452909@N00,771fcd2763,3785,4,Castilleja miniata budding and flowering,1,0,0,1434472677,6/12/15 12:19,0,0,washington hiking plantae castilleja castillejaminiata orobanchaceae magnoliophyta magnoliopsida lamiales mrnp tracheophyta taxonomy:class=magnoliopsida taxonomy:order=lamiales taxonomy:kingdom=plantae scarletindianpaintbrush taxonomy:phylum=magnoliophyta taxonomy:family=orobanchaceae taxonomy:binomial=castillejaminiata giantredindianpaintbrush taxonomy:genus=castilleja taxonomy:species=miniata taxonomy:common=giantredindianpaintbrush taxonomy:superphylum=tracheophyta taxonomy:common=scarletindianpaintbrush inaturalist:observation=1638763,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3785/18864457455_771fcd2763_z.jpg,480,640,https://farm4.staticflickr.com/3785/18864457455_e68982718e_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18864457455,602344.6339,5197057.972,-121.655831,46.919163
1465,18678298699,93452909@N00,65ebc875bf,3931,4,Coast range lomatium,1,0,0,1434472678,6/12/15 12:15,0,0,washington hiking plantae apiaceae magnoliophyta magnoliopsida apiales lomatium lomatiummartindalei mrnp tracheophyta taxonomy:class=magnoliopsida taxonomy:family=apiaceae taxonomy:kingdom=plantae taxonomy:order=apiales taxonomy:phylum=magnoliophyta taxonomy:genus=lomatium taxonomy:species=martindalei taxonomy:binomial=lomatiummartindalei taxonomy:superphylum=tracheophyta coastrangelomatium taxonomy:common=coastrangelomatium inaturalist:observation=1638723,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3931/18678298699_65ebc875bf_z.jpg,482,640,https://farm4.staticflickr.com/3931/18678298699_b638734753_o.jpg,2532,3364,2015,http://flickr.com/photos/93452909@N00/18678298699,602146.4037,5197092.593,-121.658426,46.919505
1466,18241889624,93452909@N00,f45aa53f3a,3767,4,Need to identify,1,0,0,1434472679,6/12/15 12:07,0,0,washington hiking mrnp,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3767/18241889624_f45aa53f3a_z.jpg,504,640,https://farm4.staticflickr.com/3767/18241889624_c72c53517c_o.jpg,1984,2520,2015,http://flickr.com/photos/93452909@N00/18241889624,602084.1656,5197071.187,-121.659248,46.919322
1467,18864453025,93452909@N00,48205e43a5,3751,4,Parsley fern,1,0,0,1434472679,6/12/15 12:03,0,0,washington hiking pteridaceae plantae parsleyfern pteridophyta filicopsida mrnp cryptogramma tracheophyta polypodiales taxonomy:class=filicopsida taxonomy:kingdom=plantae taxonomy:family=pteridaceae taxonomy:order=polypodiales cryptogrammacrispa taxonomy:phylum=pteridophyta taxonomy:genus=cryptogramma taxonomy:binomial=cryptogrammacrispa krauserrollfarn taxonomy:species=crispa taxonomy:superphylum=tracheophyta taxonomy:common=parsleyfern taxonomy:common=krauserrollfarn inaturalist:observation=1638657,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3751/18864453025_48205e43a5_z.jpg,480,640,https://farm4.staticflickr.com/3751/18864453025_3569146aea_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18864453025,601913.7358,5197079.058,-121.661484,46.919419
1468,18676764230,93452909@N00,59a36fe410,3770,4,Parsley fern,1,0,0,1434472680,6/12/15 12:03,0,0,washington hiking pteridaceae plantae parsleyfern pteridophyta filicopsida mrnp cryptogramma tracheophyta polypodiales taxonomy:class=filicopsida taxonomy:kingdom=plantae taxonomy:family=pteridaceae taxonomy:order=polypodiales cryptogrammacrispa taxonomy:phylum=pteridophyta taxonomy:genus=cryptogramma taxonomy:binomial=cryptogrammacrispa krauserrollfarn taxonomy:species=crispa taxonomy:superphylum=tracheophyta taxonomy:common=parsleyfern taxonomy:common=krauserrollfarn inaturalist:observation=1638657,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3770/18676764230_59a36fe410_z.jpg,480,640,https://farm4.staticflickr.com/3770/18676764230_76bd3901b7_o.jpg,3096,4128,2015,http://flickr.com/photos/93452909@N00/18676764230,601913.7358,5197079.058,-121.661484,46.919419
1469,18225947433,33909090@N00,e688579054,5324,6,Meg dragging my ass up the trail and getting annoyed #mountrainier #paradiseareatrails #stairsarewaterfalls,1,0,0,1434418747,6/15/15 20:39,0,1,square squareformat iphoneography instagramapp uploaded:by=instagram,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm6.staticflickr.com/5324/18225947433_e688579054_z.jpg,640,640,https://farm6.staticflickr.com/5324/18225947433_3097f7d9ee_o.jpg,640,640,2015,http://flickr.com/photos/33909090@N00/18225947433,596220.426,5182878.268,-121.739234,46.792507
1470,18658251908,33909090@N00,1449367947,5460,6,So clutch #goldbond #tingles #mountrainier #paradiseareatrails #somuchpowder #lebron #washington,1,0,0,1434417006,6/15/15 20:10,0,1,square squareformat perpetua iphoneography instagramapp uploaded:by=instagram,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5460/18658251908_1449367947_z.jpg,640,640,https://farm6.staticflickr.com/5460/18658251908_438a436f94_o.jpg,640,640,2015,http://flickr.com/photos/33909090@N00/18658251908,608299.9473,5195891.681,-121.577917,46.907726
1471,18222999443,33909090@N00,2ef5f24a8a,5592,6,Not a bad hike in Paradise today #skylineloop #somuchpowder #washington #mountrainier #wetshoes #paradiseareatrails,1,0,0,1434409776,6/15/15 18:09,0,1,square squareformat iphoneography instagramapp uploaded:by=instagram,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5592/18222999443_2ef5f24a8a_z.jpg,640,640,https://farm6.staticflickr.com/5592/18222999443_5ff4881917_o.jpg,640,640,2015,http://flickr.com/photos/33909090@N00/18222999443,608299.9473,5195891.681,-121.577917,46.907726
1472,18213640604,8228918@N02,bb43062345,5542,6,,1,0,0,1434389161,6/14/15 13:07,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5542/18213640604_bb43062345_z.jpg,640,480,https://farm6.staticflickr.com/5542/18213640604_278e19dd1c_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18213640604,597909.4955,5179976.243,-121.717728,46.766152
1473,18215564923,8228918@N02,d276c1b1f2,3871,4,,1,0,0,1434389133,6/14/15 12:37,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3871/18215564923_d276c1b1f2_z.jpg,640,640,https://farm4.staticflickr.com/3871/18215564923_8e4b519d06_o.jpg,2448,2448,2015,http://flickr.com/photos/8228918@N02/18215564923,604219.4898,5179955.86,-121.635117,46.765013
1474,18648460198,8228918@N02,86ac3d0926,3865,4,,1,0,0,1434389115,6/14/15 12:50,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3865/18648460198_86ac3d0926_z.jpg,640,480,https://farm4.staticflickr.com/3865/18648460198_4e8ff180fa_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18648460198,604181.0464,5180018.883,-121.635606,46.765586
1475,18838895001,8228918@N02,42b6ea71fa,5570,6,,1,0,0,1434389089,6/14/15 11:39,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm6.staticflickr.com/5570/18838895001_42b6ea71fa_z.jpg,640,640,https://farm6.staticflickr.com/5570/18838895001_0ed28dd383_o.jpg,2448,2448,2015,http://flickr.com/photos/8228918@N02/18838895001,613177.1695,5191692.919,-121.514939,46.869141
1476,18650000089,8228918@N02,b63bb8517c,5468,6,,1,0,0,1434389022,6/14/15 12:50,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5468/18650000089_b63bb8517c_z.jpg,640,480,https://farm6.staticflickr.com/5468/18650000089_59582ee8fd_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18650000089,604174.7358,5180017.218,-121.635689,46.765572
1477,18836155385,8228918@N02,f61da079c1,3887,4,,1,0,0,1434389015,6/14/15 13:09,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3887/18836155385_f61da079c1_z.jpg,640,480,https://farm4.staticflickr.com/3887/18836155385_57594490db_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18836155385,597080.1331,5180202.969,-121.728539,46.768313
1478,18648406948,8228918@N02,8970b4c1d5,5549,6,,1,0,0,1434388969,6/14/15 13:36,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5549/18648406948_8970b4c1d5_z.jpg,640,640,https://farm6.staticflickr.com/5549/18648406948_56de1ddd90_o.jpg,2448,2448,2015,http://flickr.com/photos/8228918@N02/18648406948,595867.3284,5180729.997,-121.744309,46.77323
1479,18649796359,8228918@N02,f997e0379d,5329,6,,1,0,0,1434388468,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5329/18649796359_f997e0379d_z.jpg,640,480,https://farm6.staticflickr.com/5329/18649796359_a74ea19b7d_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18649796359,604177.0381,5180016.591,-121.635659,46.765566
1480,18213385514,8228918@N02,c3efcb91c4,5519,6,,1,0,0,1434388464,6/14/15 12:48,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5519/18213385514_c3efcb91c4_z.jpg,640,480,https://farm6.staticflickr.com/5519/18213385514_396e968399_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18213385514,604187.8417,5180032.229,-121.635514,46.765705
1481,18213381034,8228918@N02,caef4736da,5582,6,,1,0,0,1434388451,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5582/18213381034_caef4736da_z.jpg,640,480,https://farm6.staticflickr.com/5582/18213381034_ab0dc7d808_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18213381034,604176.1688,5180031.47,-121.635667,46.7657
1482,18648180958,8228918@N02,d66c99dfc7,5510,6,,1,0,0,1434388353,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5510/18648180958_d66c99dfc7_z.jpg,640,480,https://farm6.staticflickr.com/5510/18648180958_7d99a5284d_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18648180958,604173.85,5180028.651,-121.635698,46.765675
1483,18213330334,8228918@N02,b608888cea,5459,6,,1,0,0,1434388312,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5459/18213330334_b608888cea_z.jpg,640,480,https://farm6.staticflickr.com/5459/18213330334_2ec35988d1_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18213330334,604180.0044,5180017.309,-121.63562,46.765572
1484,18838595581,8228918@N02,f83c88413e,5561,6,,1,0,0,1434388265,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5561/18838595581_f83c88413e_z.jpg,640,480,https://farm6.staticflickr.com/5561/18838595581_0e2a721059_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18838595581,604176.1688,5180031.47,-121.635667,46.7657
1485,18809619616,8228918@N02,ba85a67fb1,5611,6,,1,0,0,1434388210,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5611/18809619616_ba85a67fb1_z.jpg,640,480,https://farm6.staticflickr.com/5611/18809619616_2bb05d06dc_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18809619616,604176.1688,5180031.47,-121.635667,46.7657
1486,18215204833,8228918@N02,8db7bf2a59,5540,6,,1,0,0,1434388147,6/14/15 12:48,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5540/18215204833_8db7bf2a59_z.jpg,640,480,https://farm6.staticflickr.com/5540/18215204833_e6405deb6e_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18215204833,604189.073,5180031.694,-121.635498,46.7657
1487,18809577756,8228918@N02,5004b1eecf,5451,6,,1,0,0,1434388096,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5451/18809577756_5004b1eecf_z.jpg,640,480,https://farm6.staticflickr.com/5451/18809577756_2f541b094b_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18809577756,604180.0044,5180017.309,-121.63562,46.765572
1488,18649657579,8228918@N02,b6996895ca,3857,4,,1,0,0,1434388091,6/14/15 12:49,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3857/18649657579_b6996895ca_z.jpg,640,480,https://farm4.staticflickr.com/3857/18649657579_8a1d3a3296_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18649657579,604176.1688,5180031.47,-121.635667,46.7657
1489,18830526782,8228918@N02,d7f808255e,5491,6,,1,0,0,1434387531,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5491/18830526782_d7f808255e_z.jpg,640,480,https://farm6.staticflickr.com/5491/18830526782_e209d8022c_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18830526782,604181.9841,5180136.5,-121.635567,46.766644
1490,18212995714,8228918@N02,e34c2a0a45,5572,6,,1,0,0,1434387404,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5572/18212995714_e34c2a0a45_z.jpg,640,480,https://farm6.staticflickr.com/5572/18212995714_04e6648707_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18212995714,604181.9841,5180136.5,-121.635567,46.766644
1491,18649405869,8228918@N02,a8e9c76a21,3669,4,,1,0,0,1434387400,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3669/18649405869_a8e9c76a21_z.jpg,640,480,https://farm4.staticflickr.com/3669/18649405869_746bc922c5_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18649405869,604172.8617,5180125.226,-121.635689,46.766544
1492,18649392959,8228918@N02,7aa5745485,3815,4,,1,0,0,1434387363,6/14/15 12:47,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3815/18649392959_7aa5745485_z.jpg,640,480,https://farm4.staticflickr.com/3815/18649392959_307e7a7f8e_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18649392959,604191.9298,5180025.519,-121.635462,46.765644
1493,18835513815,8228918@N02,27cfde6cf7,3705,4,,1,0,0,1434387258,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3705/18835513815_27cfde6cf7_z.jpg,640,480,https://farm4.staticflickr.com/3705/18835513815_601db803f3_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18835513815,604181.9841,5180136.5,-121.635567,46.766644
1494,18809259266,8228918@N02,5866db685e,5329,6,,1,0,0,1434387218,6/14/15 12:47,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5329/18809259266_5866db685e_z.jpg,640,480,https://farm6.staticflickr.com/5329/18809259266_87eec0f852_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18809259266,604190.9738,5180023.391,-121.635475,46.765625
1495,18809239606,8228918@N02,ce93602e6e,5323,6,,1,0,0,1434387164,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5323/18809239606_ce93602e6e_z.jpg,640,480,https://farm6.staticflickr.com/5323/18809239606_478b912514_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18809239606,604171.8525,5180121.763,-121.635703,46.766513
1496,18214818663,8228918@N02,f08dbb78e2,3910,4,,1,0,0,1434387085,6/14/15 12:48,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3910/18214818663_f08dbb78e2_z.jpg,640,640,https://farm4.staticflickr.com/3910/18214818663_1893dd47bf_o.jpg,2448,2448,2015,http://flickr.com/photos/8228918@N02/18214818663,604197.6812,5180037.401,-121.635384,46.76575
1497,18214814253,8228918@N02,d39ef81e8d,5338,6,,1,0,0,1434387072,6/14/15 12:48,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm6.staticflickr.com/5338/18214814253_d39ef81e8d_z.jpg,640,640,https://farm6.staticflickr.com/5338/18214814253_044c9850e0_o.jpg,2448,2448,2015,http://flickr.com/photos/8228918@N02/18214814253,604197.6812,5180037.401,-121.635384,46.76575
1498,18835309085,8228918@N02,b5d5d523bd,3839,4,,1,0,0,1434386686,6/14/15 12:45,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3839/18835309085_b5d5d523bd_z.jpg,640,480,https://farm4.staticflickr.com/3839/18835309085_75064f252d_o.jpg,2448,3264,2015,http://flickr.com/photos/8228918@N02/18835309085,604181.9841,5180136.5,-121.635567,46.766644
